alias_norm,alias_examples,target_count,targets,source_batches
血压升高,血压升高,2,RiskFactor:高血压:RF-CARD-DE0A9F1FE2C8 || Sign:高血压:SIGN-CARD-TEXT-3A48213336,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
血栓栓塞风险,血栓栓塞风险,2,Prognosis:卒中风险升高:PROG-CARD-72D3CDA1B433 || Prognosis:房颤、卒中和心力衰竭风险:PROG-CARD-CM-ATRIAL-AF-STROKE-HF-RISK,00_foundation_skeleton | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
血管紧张素受体阻滞剂,血管紧张素受体阻滞剂,2,Medication:血管紧张素Ⅱ受体拮抗剂:MED-CARD-TEXT-B905AF3E59 || Medication:血管紧张素Ⅱ受体阻滞剂:MED-CARD-C015B7A5655A,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
评估,评估,2,FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
达比加群,达比加群,2,Medication:达比加群酯:MED-CARD-68E5765B76ED || Medication:达比加群酯:MED-CARD-7CED5AAC365A,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
长qt间期综合征,长QT间期综合征,2,DiagnosisCriteria:长QT间期综合征诊断标准:DXC-CARD-REQ-4FDD69B1DF11 || FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
除颤,除颤,2,Procedure:电除颤:PROC-CARD-6CC6BC610CAE || TreatmentPlan:电复律除颤:PLAN-CARD-A694F46F1102,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
青紫,青紫,2,Sign:发绀:SIGN-CARD-TEXT-E67B99C5BD || Symptom:紫绀:SYM-CARD-TEXT-730B452106,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
预激伴房颤,预激伴房颤,2,Contraindication:预激合并房颤:ENT-CARD-FCEE7105B80C || DifferentialDiagnosis:预激综合征伴心房颤动:DDX-CARD-660433DF4D1F,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
黑矇,黑矇,2,Complication:晕厥:COMP-CARD-1B8FE5C591C8 || Symptom:晕厥:SYM-CARD-F3352646F3F1,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
黑蒙,黑蒙,2,Symptom:晕厥:SYM-CARD-F3352646F3F1 || Symptom:黑矇:SYM-CARD-F655A47C2B62,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
